form_id,secondary_sample_number,tertiary_sample_number,pathogen_number,fsis_number,salmonella_allele_code_version,salmonella_allele_code,salmonella_allele_code_date,salmonella_sra_accession_number,salmonella_bio_sample_accession_number,salmonella_bio_project_number,salmonella_multi_locus_sequence,salmonella_resistance_genotype,salmonella_stress_genotype,salmonella_virulence_genotype,salmonella_serotype,salmonella_primary_pfge_pattern,salmonella_secondary_pfge_pattern,salmonella_ampicillin_operator,salmonella_ampicillin_mic,salmonella_ampicillin_resistant_ast,salmonella_amoxicillin_clavulanic_acid_operator,salmonella_amoxicillin_clavulanic_acid_mic,salmonella_amoxicillin_clavulanic_acid_resistant_ast,salmonella_ceftriaxone_operator,salmonella_ceftriaxone_mic,salmonella_ceftriaxone_resistant_ast,salmonella_azithromycin_operator,salmonella_azithromycin_mic,salmonella_azithromycin_resistant_ast,salmonella_chloramphenicol_operator,salmonella_chloramphenicol_mic,salmonella_chloramphenicol_resistant_ast,salmonella_ciprofloxacin_operator,salmonella_ciprofloxacin_mic,salmonella_ciprofloxacin_resistant_ast,salmonella_colistin_operator,salmonella_colistin_mic,salmonella_colistin_resistant_ast,salmonella_trimethoprim_sulfamethoxazole_operator,salmonella_trimethoprim_sulfamethoxazole_mic,salmonella_trimethoprim_sulfamethoxazole_resistant_ast,salmonella_cefoxitin_operator,salmonella_cefoxitin_mic,salmonella_cefoxitin_resistant_ast,salmonella_gentamicin_operator,salmonella_gentamicin_mic,salmonella_gentamicin_resistant_ast,salmonella_kanamycin_operator,salmonella_kanamycin_mic,salmonella_kanamycin_resistant_ast,salmonella_meropenem_operator,salmonella_meropenem_mic,salmonella_meropenem_resistant_ast,salmonella_nalidixic_acid_operator,salmonella_nalidixic_acid_mic,salmonella_nalidixic_acid_resistant_ast,salmonella_sulfisoxazole_operator,salmonella_sulfisoxazole_mic,salmonella_sulfisoxazole_resistant_ast,salmonella_streptomycin_operator,salmonella_streptomycin_mic,salmonella_streptomycin_resistant_ast,salmonella_tetracycline_operator,salmonella_tetracycline_mic,salmonella_tetracycline_resistant_ast,salmonella_ceftiofur_operator,salmonella_ceftiofur_mic,salmonella_ceftiofur_resistant_ast,salmonella_ampicillin_resistant_wgs,salmonella_amoxicillin_clavulanic_acid_resistant_wgs,salmonella_ceftriaxone_resistant_wgs,salmonella_azithromycin_resistant_wgs,salmonella_chloramphenicol_resistant_wgs,salmonella_ciprofloxacin_resistant_wgs,salmonella_colistin_resistant_wgs,salmonella_trimethoprim_sulfamethoxazole_resistant_wgs,salmonella_cefoxitin_resistant_wgs,salmonella_gentamicin_resistant_wgs,salmonella_kanamycin_resistant_wgs,salmonella_meropenem_resistant_wgs,salmonella_nalidixic_acid_resistant_wgs,salmonella_sulfisoxazole_resistant_wgs,salmonella_streptomycin_resistant_wgs,salmonella_tetracycline_resistant_wgs,salmonella_ceftiofur_resistant_wgs,campylobacter_allele_code_version,campylobacter_allele_code,campylobacter_allele_code_date,campylobacter_sra_accession_number,campylobacter_bio_sample_accession_number,campylobacter_bio_project_number,campylobacter_multi_locus_sequence,campylobacter_resistance_genotype,campylobacter_stress_genotype,campylobacter_virulence_genotype,campylobacter_jejuni,campylobacter_coli,campylobacter_lari,campylobacter_primary_pfge_pattern,campylobacter_secondary_pfge_pattern,campylobacter_azithromycin_operator,campylobacter_azithromycin_mic,campylobacter_azithromycin_resistant_ast,campylobacter_ciprofloxacin_operator,campylobacter_ciprofloxacin_mic,campylobacter_ciprofloxacin_resistant_ast,campylobacter_clindamycin_operator,campylobacter_clindamycin_mic,campylobacter_clindamycin_resistant_ast,campylobacter_erythromycin_operator,campylobacter_erythromycin_mic,campylobacter_erythromycin_resistant_ast,campylobacter_florfenicol_operator,campylobacter_florfenicol_mic,campylobacter_florfenicol_resistant_ast,campylobacter_gentamicin_operator,campylobacter_gentamicin_mic,campylobacter_gentamicin_resistant_ast,campylobacter_meropenem_operator,campylobacter_meropenem_mic,campylobacter_meropenem_resistant_ast,campylobacter_nalidixic_acid_operator,campylobacter_nalidixic_acid_mic,campylobacter_nalidixic_acid_resistant_ast,campylobacter_telithromycin_operator,campylobacter_telithromycin_mic,campylobacter_telithromycin_resistant_ast,campylobacter_tetracycline_operator,campylobacter_tetracycline_mic,campylobacter_tetracycline_resistant_ast,campylobacter_azithromycin_resistant_wgs,campylobacter_ciprofloxacin_resistant_wgs,campylobacter_clindamycin_resistant_wgs,campylobacter_erythromycin_resistant_wgs,campylobacter_florfenicol_resistant_wgs,campylobacter_gentamicin_resistant_wgs,campylobacter_meropenem_resistant_wgs,campylobacter_nalidixic_acid_resistant_wgs,campylobacter_telithromycin_resistant_wgs,campylobacter_tetracycline_resistant_wgs
103362785,300560858,300561859,SALM_300558814,FSIS32411185,SALM1.1,590.9736.17376.29301.35763,2024-12-04,SRR28692792,SAMN40973690,PRJNA242847,ST152,"mdsA,mdsB","golS,golT","iroB,iroC,iucA,iucB,iucC,iucD,iutA,sinH",Kentucky,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103360690,300560589,300564711,CAMP_300557974,FSIS12429088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,,2024-04-25,SRR28764876,SAMN41043011,PRJNA287430,NULL,"aph(3')-IIIa,blaOXA-594,blaOXA-61_G-57T=POINT,tet(O)",NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103375099,300560588,300564710,CAMP_300557984,FSIS12429087,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,94.101.110.512.13755 ,2024-04-25,SRR28764875,SAMN41043010,PRJNA287430,NULL,NULL,NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103374487,300560701,300561605,SALM_300558458,FSIS12429025,SALM1.1,10.10.68x.54510.68928,2024-12-04,SRR28687712,SAMN40972879,PRJNA242847,ST32,"aadA1,gyrA_D87Y=POINT,mdsA,mdsB,sul1,tet(A)","arsR,golS,golT,merC,merP,merR,merT,qacEdelta1","iroB,iroC,sinH,ybtP,ybtQ",Infantis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103373524,300560587,300564709,CAMP_300558006,FSIS12429086,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,45.48.6239.10377 ,2024-04-25,SRR28764843,SAMN41043009,PRJNA287430,NULL,"50S_L22_A103V=POINT,gyrA_T86I=POINT,tet(O)",arsP,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Yes,No,No,No,No,No,Yes,No,Yes
103364915,300560293,300560729,SALM_300557881,FSIS22415829,SALM1.1,10.10.68x,2024-12-04,SRR28642110,SAMN40944012,PRJNA242847,ST32,"aac(3)-IVa,aadA1,aph(4)-Ia,gyrA_D87Y=POINT,mdsA,mdsB,sul1,tet(A)","arsR,golS,golT,merC,merP,merR,merT,qacEdelta1","iroB,iroC,sinH,ybtP,ybtQ",Infantis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103374315,300560591,300561060,CAMP_300558543,FSIS22415844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,158 ,2024-05-08,SRR28889302,SAMN41192586,PRJNA287430,NULL,"50S_L22_A103V=POINT,aph(3')-VIIa,blaOXA-489,blaOXA-61_G-57T=POINT",NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103374395,300560662,300564712,CAMP_300558413,FSIS12429089,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,79.86.722.1469.1812 ,2024-04-25,SRR28764844,SAMN41043012,PRJNA287430,NULL,"blaOXA-193,tet(O)",arsP,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103376059,300560586,300564708,CAMP_300557982,FSIS12429085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,752.848.1119.1928.18787 ,2024-04-25,SRR28764828,SAMN41043008,PRJNA287430,NULL,NULL,NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103377893,300560099,300561058,CAMP_300557919,FSIS22415842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,37.42.87x ,2024-05-08,SRR28889301,SAMN41192585,PRJNA287430,NULL,NULL,acr3=PARTIAL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103375700,300560607,300561072,CAMP_300559168,FSIS22415856,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSIS_Camp,3 ,2024-05-06,SRR28868201,SAMN41154339,PRJNA287430,NULL,50S_L22_A103V=POINT,arsP=MISTRANSLATION,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103372416,300560606,300561071,CAMP_300559146,FSIS22415855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Allele Code Ineligible,Allele Code Ineligible,2024-05-22,SRR29089154,SAMN41463204,PRJNA287430,NULL,50S_L22_A103V=POINT,arsP,NULL,Positive,Negative,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No
103379432,300561625,300561783,CAMP_300558790,FSIS32411173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,Yes
103376050,300560700,300561601,SALM_300558410,FSIS12429021,SALM1.1,10.10.68x.54519,2024-12-04,SRR28687178,SAMN40972875,PRJNA242847,ST32,"aac(3)-IVa,aph(4)-Ia,dfrA14,floR=PARTIAL,floR=PARTIAL,gyrA_D87Y=POINT,mdsA,mdsB","arsR,golS,golT","iroB,iroC,sinH,ybtP,ybtQ",Infantis,NULL,NULL,<=,1,No,<=,1,No,<=,0.25,No,NA,4,No,NA,8,No,NA,0.25,No,NA,0.5,No,NA,0.5,No,NA,8,No,NA,8,No,NULL,NULL,NULL,<=,0.06,No,>,32,Yes,<=,16,No,NULL,NULL,NULL,<=,4,No,NULL,NULL,NULL,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103377731,300560583,300560735,SALM_300558624,FSIS22415835,SALM1.1,10.28x.123.1698.64731,2024-12-04,SRR28692796,SAMN40973692,PRJNA242847,ST32,"mdsA,mdsB","arsR,golS,golT","iroB,iroC,sinH",Infantis,NULL,NULL,<=,1,No,<=,1,No,<=,0.25,No,NA,4,No,NA,8,No,<=,0.015,No,<=,0.25,No,<=,0.12,No,NA,4,No,NA,0.5,No,NULL,NULL,NULL,<=,0.06,No,NA,4,No,NA,32,No,NULL,NULL,NULL,<=,4,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103372677,300560593,300561062,CAMP_300558563,FSIS22415846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Allele Code Ineligible,Allele Code Ineligible,2024-04-19,SRR28646367,SAMN40947099,PRJNA287430,NULL,gyrA_T86I=POINT,acr3=PARTIAL,NULL,Negative,Positive,Negative,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Yes,No,No,No,No,No,Yes,No,No
103377503,300560698,300561604,SALM_300558586,FSIS12429024,SALM1.1,9.26.28.30x.30x.102333,2024-12-04,SRR28687182,SAMN40972878,PRJNA242847,ST11,"gyrA_D87Y=POINT,mdsA,mdsB","golS,golT","iroB,iroC,sinH=PARTIAL,sodC1",Enteritidis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103376178,300560581,300560733,SALM_300558557,FSIS22415833,Allele Code Ineligible,Allele Code Ineligible,2024-12-04,SRR28646376,SAMN40947097,PRJNA242847,ST32,"aadA1,gyrA_D87Y=POINT,mdsA,mdsB,sul1,tet(A)","arsR,golS,golT,merC,merP,merR,merT,qacEdelta1","iroB,iroC,sinH,ybtP,ybtQ",Infantis,NULL,NULL,<=,1,No,<=,1,No,<=,0.25,No,NA,4,No,NA,4,No,NA,0.12,No,<=,0.25,No,<=,0.12,No,NA,4,No,<=,0.25,No,NULL,NULL,NULL,<=,0.06,No,>,32,Yes,>,256,Yes,NULL,NULL,NULL,>,32,Yes,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103375572,300561599,300564366,SALM_300559243,FSIS12429056,SALM1.1,590.10084.18028.50273,2024-12-04,SRR28773431,SAMN41048517,PRJNA242847,ST152,"aph(3'')-Ib,aph(6)-Id,mdsA,mdsB,tet(B)","arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS","iroB,iroC,iroD,iroE,iroN,iss,iucA,iucB,iucC,iucD,iutA,sinH",Kentucky,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
